uid,legislature,numero,date_scrutin,type_vote,sort,titre,objet
VTANR5L17V6047,17,6047,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 16 de M. Rousset à l'article premier de la proposition de loi visant à accélérer la prévention cardio-neuro-vasculaire et à anticiper un risque sanitaire et social majeur (première lecture).,"{""libelle"":""l'amendement n° 16 de M. Rousset à l'article premier de la proposition de loi visant à accélérer la prévention cardio-neuro-vasculaire et à anticiper un risque sanitaire et social majeur (première lecture)."",""dossierLegislatif"":{""libelle"":""Accélérer la prévention cardio-neuro-vasculaire et anticiper un risque sanitaire et social majeur"",""dossierRef"":""DLR5L17N53426""},""referenceLegislative"":null}"
VTANR5L17V6046,17,6046,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 4 de Mme Erodi à l'article premier de la proposition de loi visant à accélérer la prévention cardio-neuro-vasculaire et à anticiper un risque sanitaire et social majeur (première lecture).,"{""libelle"":""l'amendement n° 4 de Mme Erodi à l'article premier de la proposition de loi visant à accélérer la prévention cardio-neuro-vasculaire et à anticiper un risque sanitaire et social majeur (première lecture)."",""dossierLegislatif"":{""libelle"":""Accélérer la prévention cardio-neuro-vasculaire et anticiper un risque sanitaire et social majeur"",""dossierRef"":""DLR5L17N53426""},""referenceLegislative"":null}"
VTANR5L17V6045,17,6045,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'ensemble de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'ensemble de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6044,17,6044,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 56 de M. Sother au titre de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 56 de M. Sother au titre de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6043,17,6043,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 32 de Mme Klinkert au titre de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 32 de Mme Klinkert au titre de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6042,17,6042,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article 3 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'article 3 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6040,17,6040,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 50 de M. Jacobelli après l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 50 de M. Jacobelli après l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6038,17,6038,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 25 de M. Bernhardt après l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 25 de M. Bernhardt après l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6037,17,6037,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6036,17,6036,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 63 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 63 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6035,17,6035,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 16 de Mme Regol à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 16 de Mme Regol à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6034,17,6034,2026-04-08 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 5 de Mme Morel à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 5 de Mme Morel à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6033,17,6033,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 62 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 62 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6032,17,6032,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 66 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 66 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6031,17,6031,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 61 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 61 de M. Sother à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6030,17,6030,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6029,17,6029,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",le sous-amendement n° 76 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""le sous-amendement n° 76 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6028,17,6028,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",le sous-amendement n° 83 de M. Sitzenstuhl à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""le sous-amendement n° 83 de M. Sitzenstuhl à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6027,17,6027,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",le sous-amendement n° 74 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""le sous-amendement n° 74 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6026,17,6026,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",le sous-amendement n° 73 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""le sous-amendement n° 73 de M. Bernhardt à l'amendement n° 70 du Gouvernement à l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6025,17,6025,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 1 de M. Fernandes et les amendements identiques suivants de suppression de l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture).,"{""libelle"":""l'amendement n° 1 de M. Fernandes et les amendements identiques suivants de suppression de l'article 2 de la proposition de loi visant à simplifier le millefeuille territorial par la collectivité unique (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier le millefeuille territorial par la collectivité unique"",""dossierRef"":""DLR5L17N52750""},""referenceLegislative"":null}"
VTANR5L17V6023,17,6023,2026-04-07 00:00:00+00,"{""codeTypeVote"":""SPS"",""libelleTypeVote"":""scrutin public solennel"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'ensemble du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'ensemble du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6022,17,6022,2026-04-02 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}","la motion de rejet préalable, déposée par M. Stéphane Peu, du projet de loi constitutionnelle relatif à la Nouvelle-Calédonie (première lecture).","{""libelle"":""la motion de rejet préalable, déposée par M. Stéphane Peu, du projet de loi constitutionnelle relatif à la Nouvelle-Calédonie (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi constitutionnelle relatif à la Nouvelle-Calédonie"",""dossierRef"":""DLR5L17N52984""},""referenceLegislative"":null}"
VTANR5L17V6021,17,6021,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 1035 de M. Bernhardt après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 1035 de M. Bernhardt après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6020,17,6020,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 1032 de M. Bernhardt après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 1032 de M. Bernhardt après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6019,17,6019,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 587 de Mme Colin-Oesterlé après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 587 de Mme Colin-Oesterlé après l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6018,17,6018,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6017,17,6017,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 589 de Mme Colin-Oesterlé et l'amendement identique suivant à l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 589 de Mme Colin-Oesterlé et l'amendement identique suivant à l'article 30 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6016,17,6016,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 386 de M. Rolland et l'amendement identique suivant à l'article 29 (supprimé) du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 386 de M. Rolland et l'amendement identique suivant à l'article 29 (supprimé) du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6015,17,6015,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 554 (rect.) de M. Dessigny après l'article 28 ter du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 554 (rect.) de M. Dessigny après l'article 28 ter du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6014,17,6014,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 277 de M. Boyard après l'article 28 ter du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 277 de M. Boyard après l'article 28 ter du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6013,17,6013,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 884 de Mme Vidal après l'article 27 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 884 de Mme Vidal après l'article 27 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6012,17,6012,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article 25 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'article 25 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6011,17,6011,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 693 de M. Boyard et l'amendement identique suivant à l'article 25 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 693 de M. Boyard et l'amendement identique suivant à l'article 25 du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6010,17,6010,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article 24 bis du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'article 24 bis du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
VTANR5L17V6009,17,6009,2026-04-01 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 77 de M. Aviragnet et les amendements identiques suivants de suppression de l'article 24 bis du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture).,"{""libelle"":""l'amendement n° 77 de M. Aviragnet et les amendements identiques suivants de suppression de l'article 24 bis du projet de loi relatif à la lutte contre les fraudes sociales et fiscales (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la lutte contre les fraudes sociales et fiscales"",""dossierRef"":""DLR5L17N52985""},""referenceLegislative"":null}"
