uid,legislature,numero,date_scrutin,type_vote,sort,titre,objet
VTANR5L17V6176,17,6176,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 28 de M. Aurélien Taché après l'article 3 du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 28 de M. Aurélien Taché après l'article 3 du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6164,17,6164,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 13 de Mme Taillé-Polian à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 13 de Mme Taillé-Polian à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6161,17,6161,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}","l'amendement n° 15 de Mme Taillé-Polian à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 15 de Mme Taillé-Polian à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6153,17,6153,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 37 de M. Coquerel à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 37 de M. Coquerel à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6151,17,6151,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 3 de M. Arenas et l'amendement identique suivant à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 3 de M. Arenas et l'amendement identique suivant à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6146,17,6146,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 47 de Mme Sebaihi à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 47 de Mme Sebaihi à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6140,17,6140,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}","l'amendement n° 1 de M. Aurélien Taché à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 1 de M. Aurélien Taché à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6137,17,6137,2026-04-13 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}","l'amendement n° 39 de Mme Sebaihi et l'amendement identique suivant à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture).","{""libelle"":""l'amendement n° 39 de Mme Sebaihi et l'amendement identique suivant à l'article premier du projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés (première lecture)."",""dossierLegislatif"":{""libelle"":""Projet de loi relatif à la restitution de biens culturels provenant d’États qui, du fait d’une appropriation illicite, en ont été privés"",""dossierRef"":""DLR5L17N52635""},""referenceLegislative"":null}"
VTANR5L17V6135,17,6135,2026-04-10 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'ensemble de la proposition de loi visant à instaurer une procédure simplifiée de recouvrement des créances commerciales incontestées (première lecture).,"{""libelle"":""l'ensemble de la proposition de loi visant à instaurer une procédure simplifiée de recouvrement des créances commerciales incontestées (première lecture)."",""dossierLegislatif"":{""libelle"":""Proposition de loi visant à instaurer une procédure simplifiée de recouvrement des créances commerciales incontestées"",""dossierRef"":""DLR5L17N53315""},""referenceLegislative"":null}"
VTANR5L17V6133,17,6133,2026-04-10 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}","la motion de rejet préalable, déposée par Mme Dubré-Chirat, de la proposition de loi visant à permettre aux salariés de certains établissements et services de travailler le 1er mai (première lecture).","{""libelle"":""la motion de rejet préalable, déposée par Mme Dubré-Chirat, de la proposition de loi visant à permettre aux salariés de certains établissements et services de travailler le 1er mai (première lecture)."",""dossierLegislatif"":{""libelle"":""Proposition de loi visant à permettre aux salariés de certains établissements et services de travailler le 1er mai"",""dossierRef"":""DLR5L17N51987""},""referenceLegislative"":null}"
VTANR5L17V6131,17,6131,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'ensemble de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie).,"{""libelle"":""l'ensemble de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie)."",""dossierLegislatif"":{""libelle"":""Simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques"",""dossierRef"":""DLR5L17N53770""},""referenceLegislative"":null}"
VTANR5L17V6130,17,6130,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 2 de M. Salmon après l'article 3 de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première lecture).,"{""libelle"":""l'amendement n° 2 de M. Salmon après l'article 3 de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première lecture)."",""dossierLegislatif"":{""libelle"":""Simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques"",""dossierRef"":""DLR5L17N53770""},""referenceLegislative"":null}"
VTANR5L17V6128,17,6128,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 23 de Mme Catherine Hervieu après l'article premier de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie).,"{""libelle"":""l'amendement n° 23 de Mme Catherine Hervieu après l'article premier de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie)."",""dossierLegislatif"":{""libelle"":""Simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques"",""dossierRef"":""DLR5L17N53770""},""referenceLegislative"":null}"
VTANR5L17V6127,17,6127,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 22 de Mme Catherine Hervieu après l'article premier de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie).,"{""libelle"":""l'amendement n° 22 de Mme Catherine Hervieu après l'article premier de la proposition de loi visant à simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques (première partie)."",""dossierLegislatif"":{""libelle"":""Simplifier la gestion de la commande publique par les acheteurs publics et les opérateurs économiques"",""dossierRef"":""DLR5L17N53770""},""referenceLegislative"":null}"
VTANR5L17V6124,17,6124,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'ensemble de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'ensemble de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6123,17,6123,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 58 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 58 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6122,17,6122,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 62 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 62 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6121,17,6121,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'amendement n° 57 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 57 de M. Raux à l'article 3 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6120,17,6120,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 34 de M. Boyard et l'amendement identique suivant à l'article 2 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 34 de M. Boyard et l'amendement identique suivant à l'article 2 de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6117,17,6117,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""adopté"",""libelle"":""l'Assemblée nationale a adopté""}",l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6116,17,6116,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 39 de Mme Ranc à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 39 de Mme Ranc à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6115,17,6115,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 21 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 21 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6113,17,6113,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 55 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 55 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6112,17,6112,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 28 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 28 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6109,17,6109,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 54 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 54 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6106,17,6106,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 50 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 50 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6103,17,6103,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 41 de M. Bovet à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 41 de M. Bovet à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6101,17,6101,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 44 de M. Casterman à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 44 de M. Casterman à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6096,17,6096,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 22 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture).,"{""libelle"":""l'amendement n° 22 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première lecture)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6095,17,6095,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 45 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 45 de M. Raux à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
VTANR5L17V6094,17,6094,2026-04-09 00:00:00+00,"{""codeTypeVote"":""SPO"",""libelleTypeVote"":""scrutin public ordinaire"",""typeMajorite"":""Majorité absolue des suffrages exprimés""}","{""code"":""rejeté"",""libelle"":""L'Assemblée nationale n'a pas adopté""}",l'amendement n° 19 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie).,"{""libelle"":""l'amendement n° 19 de M. Boyard à l'article premier de la proposition de loi visant à renforcer la pénalisation de l’organisation de rave-parties (première partie)."",""dossierLegislatif"":{""libelle"":""Renforcer la pénalisation de l’organisation de rave-parties"",""dossierRef"":""DLR5L17N51711""},""referenceLegislative"":null}"
